一级分类,二级分类,商品URL,商品名称,商店名称
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6145601.aspx,PLUS会员：明基（BenQ）W1800 投影仪 投影仪家用 家庭影院（4K 自动HDR10+HLG 电影制作人模式 100%REC.709,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6144545.aspx,PLUS会员：优派 PX701-4K 投影仪家用 投影机 游戏电竞（4K超高清 240HZ刷新率 4.2ms低延迟 3200流明 HDR10,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6142017.aspx,PLUS会员：优派 Q20 投影仪家用 投影机 智能影院 游戏电竞（0.65DMD 光学变焦 JBL音响 镜头位移 120Hz高刷 四向校正,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6139750.aspx,【K姐推荐】康佳投影仪Pro升级版家用卧室投墙超高清智能手机投屏投影机学生小型便携式家庭影院,淘宝
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6137423.aspx,优派 Y5 投影仪办公 智能投影机 家用电竞（0.65DMD 120Hz高刷 U盘直读 无线同屏 蓝牙音响 四向校正）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6123409.aspx,爱普生（EPSON）CH-TW7000 投影仪 投影机家用（4K超高清 3000流明 1.6倍大变焦 HDR10 支持3D）标配＋HDMI线,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6121114.aspx,【0.47dmd爆品】OBE大眼橙官方投影仪家用家庭影院手机投屏投影机客厅卧室投墙超高清1080p游戏智能New X7D,淘宝
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6117413.aspx,PLUS会员：明基 （BenQ）GK100 智能美学4K电影机 投影仪家用（4K 短焦 自动对焦 左右梯形校正 支持MEMC HDR 10）,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6108959.aspx,明基（BenQ）TH690SX 投影仪 投影仪家用 游戏投影 （0.65DMD 4LED光源 短焦 120Hz高刷&8.3ms低延迟 ）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6107359.aspx,PLUS会员：优派 PX748-4K 投影仪家用 投影机 游戏电竞（4K超高清 240HZ刷新率 4.2ms低延迟 4000流明 USB-C,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6104116.aspx,PLUS会员：当贝 D1 投影仪 家用投影机 （1080P高清解码750ANSI流明 16G存储 自动对焦 梯形校正 HIFI级音响 网课投,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6104114.aspx,PLUS会员：【短焦新光源】明基（BenQ）TW500ST投影仪 家用观赛娱乐侧投（0.65DMD高清高亮宽广色域）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103930.aspx,PLUS会员：明基（BenQ）E520 智能投影仪 投影仪办公 投影仪家用 手机投屏（3600流明 手机ipad平板投屏 支持蓝牙）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103913.aspx,PLUS会员：明基（BenQ）MH560高清学习投影仪 投影仪家用 投影仪办公（1080P高清  3800流明 10W音响）,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103871.aspx,PLUS会员：明基（BenQ）GS2 三防亲子投影仪 投影仪家用（防水防摔防尘 自动对焦 梯形校正 手机投影 内置电池）,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103864.aspx,PLUS会员：明基（BenQ）i750 投影仪 投影机 投影仪家用（1080P全高清 3200流明 自动HDR 高刷低延 智慧调光 磁吸滑盖,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103839.aspx,PLUS会员：明基（BenQ）W1130 投影仪 投影仪家用 家庭影院（1080P 2300流明 HDR10+HLG 高刷低延 支持侧投 智,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103831.aspx,PLUS会员：明基（BenQ）W1130X 投影仪 投影仪家用 家庭影院（1080P 2300流明 0.65大尺寸芯片 LED光源 支持侧投,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6103819.aspx,PLUS会员：明基（BenQ）TK700 投影仪 投影仪家用 投影机 （4K高清 3200流明 HDR 240Hz&4ms 四向校正）【标配,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6097207.aspx,17日0点：YOGA7000 联想智能投影仪家用卧室 投影机办公 智能家庭影院客厅 （ 光学变焦 2400ANSI流明 支持8K高清 ）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6090749.aspx,PLUS会员：联想（Lenovo)Thinkpad AIR H3S 智能高清投影仪家用卧室手机投影机便携式家庭影院办公会议1080P投影机,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6090299.aspx,16日0点：当贝小投影 C2 便携投影仪 家用投影机 （16G存储 LG电芯 超长续航 激光自动对焦 四角梯形校正 无线投屏）,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083595.aspx,PLUS会员：极米（XGIMI） RS Pro2晨曦金 4K投影仪家用投影机哈曼卡顿专利音响,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083580.aspx,PLUS会员：优派 Y5 投影仪办公 智能投影机 家用电竞（0.65DMD 120Hz高刷 U盘直读 无线同屏 蓝牙音响 四向校正）,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083507.aspx,PLUS会员：极米（XGIMI） H3S投影仪家用投影机家庭影院 哈曼卡顿音响 亮度提升,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083503.aspx,PLUS会员：极米（XGIMI） Z6X Pro家用轻薄投影仪 旗舰级CPU 双摄矫正 投影机,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083502.aspx,三星（SAMSUNG）TheFreestyle 随享家用投影仪 新年定制兔年投影礼盒套装（礼盒含投影仪及三星投影电池）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083469.aspx,PLUS会员：明基（BenQ）TH690SX 投影仪 投影仪家用 游戏投影 （0.65DMD 4LED光源 短焦 120Hz高刷&8.3ms,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6083443.aspx,PLUS会员：极米（XGIMI） H5投影仪家用投影机 家庭影院无感梯形校正 墙面颜色自适应,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6082688.aspx,EPSON 爱普生 CH-TW6280T 家庭影院智能投影机,淘宝
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6082647.aspx,PLUS会员：明基（BenQ）W1800 投影仪 投影仪家用 家庭影院（4K 自动HDR10+HLG 电影制作人模式 100%REC.709,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6082573.aspx,Formovie 峰米 S5 激光投影机 黑色,淘宝
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6082426.aspx,PLUS会员：明基（BenQ) i707 家用智能投影仪（0.65DMD 1080P 2200流明 treVolo音效 手机同屏 语音控制,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6082162.aspx,PLUS会员：明基（BenQ）GV30 旋转便携投影仪 投影仪家用（135度全段式旋转 无线投屏 便携防摔 自动对焦 内置电池）,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6081944.aspx,PLUS会员：极米（XGIMI） NEW Z8X家用办公投影机投影仪全高清 哈曼卡顿原装音响,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6080193.aspx,PLUS会员：峰米 R1 Nano 超短焦激光投影仪家用办公网课投影机（内含80英寸菲涅尔柔性屏 激光光源 无感对焦 远场语音）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6079659.aspx,PLUS会员：三星（SAMSUNG）TheFreestyle 随享家用投影仪 便携投影机（1080P 180度投射角度 自动对焦 全方位环绕,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6077914.aspx,PLUS会员：优派 PX748-4K 投影仪家用 投影机 游戏电竞（4K超高清 240HZ刷新率 4.2ms低延迟 4000流明 USB-C,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6067080.aspx,PLUS会员：知麻Z1MINI  投影仪 投影仪家用 投影机投影仪家用卧室（1+16G标准版 600ANSI流明 自动对焦高清高亮) 远峰蓝,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6056778.aspx,PLUS会员：优派 PX748-4K 投影仪家用 投影机 游戏电竞（4K超高清 240HZ刷新率 4.2ms低延迟 4000流明 USB-C,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6053743.aspx,PLUS会员：小米 米家投影仪青春版2 家用投影仪 投影机 家庭影院 （功能升级 侧投校正 开机自动对焦 杜比音响）,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_6052865.aspx,Vidda 海信投影仪家用 便携户外投影机 4K全色激光投影仪 健康护眼 客厅卧室家庭影院,京东商城
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_5958556.aspx,PLUS会员：优派 PX701-4K 投影仪家用 投影机 游戏电竞（4K超高清 240HZ刷新率 4.2ms低延迟 3200流明 HDR10,京东自营
办公网络,投影机,http://cu.manmanbuy.com/discuxiao_5938315.aspx,PLUS会员：长虹（CHANGHONG）J1Pro 投影仪家用 投影机 智能家庭影院电视（800ANSI流明 全局自动对焦 自动梯形校正）,京东自营
办公网络,扫描仪,http://cu.manmanbuy.com/discuxiao_8513001.aspx,霍尼韦尔（Honeywell）无线扫码枪 扫码枪 条形码 二维码扫描枪 商超零售仓储物流 手机屏幕码扫码枪 OH4502黑,京东自营
办公网络,扫描仪,http://cu.manmanbuy.com/discuxiao_8169894.aspx,GEPAD 歌派 H-500 扫码盒子,京东自营
办公网络,扫描仪,http://cu.manmanbuy.com/discuxiao_8128741.aspx,成者(CZUR)AuraMax可折叠2000万高清像素书籍扫描仪成册书籍高拍仪声控台灯高速文字识别翻页自动扫描,京东自营
办公网络,扫描仪,http://cu.manmanbuy.com/discuxiao_8124491.aspx,PLUS会员：歌派（GEPAD）扫描枪 二维码扫码枪扫码盒子 商超药店收银扫描平台 社保卡医保电子扫描器疫苗接种H-500,京东商城
办公网络,考勤机,http://cu.manmanbuy.com/discuxiao_8175298.aspx,PLUS会员：企业微信 海康联名款人脸口罩识别门禁系统打卡考勤机 活体检测/刷脸签到/App远程开门 门禁一体机WX668,京东自营
办公网络,考勤机,http://cu.manmanbuy.com/discuxiao_8116054.aspx,春焕新、PLUS会员：企业微信 海康联名款人脸口罩识别门禁系统打卡考勤机 活体检测/刷脸签到/App远程开门 门禁一体机WX668,京东自营
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8508671.aspx,京东百亿补贴：TIGER 虎牌 保险柜 全钢防盗 指纹密码 Wifi解锁 高86cm双门金刚黑 密码款（触控密码锁）,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8186728.aspx,春焕新：春焕新：TIGER 虎牌 博越系列 保险柜 黑色 密码解锁 高45cm,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8186407.aspx,春焕新：春焕新：deli 得力 AE209 保险柜 20cm 曜黑,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8159894.aspx,deli 得力 AE610 全钢保管箱 45cm,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8145180.aspx,MIJIA 米家 BGX-5/X1-3001 保险柜 黑色 高30cm,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8095072.aspx,得力保险柜 家用指纹密码保险箱办公小型保密箱全钢防盗可入墙入柜保险箱保密柜 60cm曜岩黑 弘雅系列,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8064473.aspx,小米米家智能保管箱+保鲜膜套装 保险柜 高30CM 指纹 密码6种解锁方式 办公家用保管柜保密箱,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8058437.aspx,3.8焕新：米家（MIJIA）小米米家智能保管箱高30CM指纹密码6种解锁方式办公家用保管柜保密箱,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_8051688.aspx,3.8焕新：得力保险柜 家用办公指纹密码保管箱 全钢防盗可入墙入柜保管柜保险箱 60cm金色 曜臻Pro系列,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_6303570.aspx,PLUS会员：虎牌保险柜家用家庭办公床头保险箱大型单双门小型可入墙入柜 60cm密码款（睿智黑）,京东商城
办公网络,保险柜,http://cu.manmanbuy.com/discuxiao_6067812.aspx,PLUS会员：虎牌保险柜家用办公床头保险箱大型单双门小型指纹密码入墙 祥虎 60cm密码款（睿智黑）,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8533953.aspx,水星（MERCURY）S105C 5口,京东自营
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8533940.aspx,水星（MERCURY）S108C 8口百,京东自营
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8533930.aspx,慧谷 百兆6口POE交换机,京东自营
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8533917.aspx,keepLINK KP-9000-5G 5口千兆交换机企业级家用宿舍安防监控网络分线器分流器交换器HUB分流器,京东自营
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8533904.aspx,keepLINK KP-9000-5TP/M,京东自营
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8533892.aspx,慧谷 POE交换机,京东自营
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8527642.aspx,诺可信（Nokoxin）2.5G交换机10G光口支持猫棒千兆宽带 一键VLAN模式非管理型 8个2.5G电口+1个10G光口/支持猫棒,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8520111.aspx,磊科（netcore）GS10 10口2.5G交换机 8个2.5G电口+2个万兆SFP光口千兆分线器 兼容1G光电模块,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8517949.aspx,联果 5口2.5G交换机4口+2个万兆SFP光口 企业级安防监控网络组网分线器 非管理型 4口2.5G交换机+2个万兆SFP光口,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8175951.aspx,联果 5口8口16口24口企业级2.5G交换机+万兆SFP光口 POE供电 VLAN划分汇聚型WEB管理 【非管理型】8个2.5G电口+万兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8169586.aspx,水星（MERCURY）SG105C 5口千兆交换机 4口网线网络分线器 家用宿舍监控分流器 兼容百兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8159658.aspx,诺可信（Nokoxin）poe交换机 8/10口百兆千兆非网管企业监控摄像头分离器 网线供电交换器 10口全千兆/120W (8千兆POE口,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8159654.aspx,Nokoxin 诺可信 8口 全千兆交换机,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8152977.aspx,LIANGUO 联果 2.5G交换机4个2.5G 电口+2个万兆SFP光口,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8146960.aspx,LIANGUO 联果 2.5G交换机4口2.5G+2万兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8146032.aspx,兮克 2.5G交换机SKS3200M-8GPY1XF管理型支持端口聚合和vlan 82.5G+110G,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8140369.aspx,netcore 磊科 S5G 5口千兆交换机,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8125884.aspx,水星（MERCURY）SG105C 5口千兆交换机 4口网线网络分线器 家用宿舍监控分流器 兼容百兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8114806.aspx,联果 5口2.5G交换机4口+2个万兆SFP光口 企业级安防监控网络组网分线器 非管理型 4口2.5G交换机+2个万兆SFP光口,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8113476.aspx,诺可信（Nokoxin）2.5G交换机10G光口支持猫棒千兆宽带 一键VLAN模式非管理型 8个2.5G电口+1个10G光口/支持猫棒,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8105382.aspx,联果 5口8口24口企业级2.5G交换机+万兆SFP光口 POE供电 VLAN划分汇聚型WEB管理 【非管理型】8个2.5G电口+万兆10G,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8100281.aspx,联果 5口8口24口企业级2.5G交换机+万兆SFP光口 POE供电 VLAN划分汇聚型WEB管理 【非管理型】4口2.5G+2个万兆SFP,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8093705.aspx,Tenda腾达 SG105 5口千兆交换机 4口家用宿舍交换器 监控网络网线分线器 分流器 兼容百兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8087659.aspx,水星（MERCURY）SG105C 5口千兆交换机 4口网线网络分线器 家用宿舍监控分流器 兼容百兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8076540.aspx,海思视讯（hasivo）迷你型2.5G网管交换机路由器分流器网络分配集线器网线分线器宿舍家用监控 迷你小巧型5个2.5G电口+1个万兆光口,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8076490.aspx,海思视讯（hasivo）迷你型2.5G网管交换机路由器分流器网络分配集线器网线分线器宿舍家用监控 迷你小巧型8个2.5G电口+1个万兆光口,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8065164.aspx,联果 5口8口24口企业级2.5G交换机+万兆SFP光口 POE供电 VLAN划分汇聚型WEB管理 【非管理型】8口2.5G+万兆光口 交换,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8064898.aspx,联果 5口8口24口企业级2.5G交换机+万兆SFP光口 POE供电 VLAN划分汇聚型WEB管理 【非管理型】4口2.5G交换机+2个万兆,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8064210.aspx,海思视讯（hasivo）2.5G万兆上行POE网络轻网管交换机即插即用企业办公猫棒VLAN猫棒网管型 8个2.5G电口+1个万兆光口(非Po,京东商城
办公网络,交换机,http://cu.manmanbuy.com/discuxiao_8056689.aspx,诺可信（Nokoxin）2.5G交换机10G光口支持猫棒千兆宽带 一键VLAN模式非管理型 4个2.5G电口+2个10G光口/支持猫棒,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8519423.aspx,速界二次加密NAS网络存储服务器私有云家庭个人云网盘AX3000WiFi6博通四核路由器Space 1无盘版,京东自营
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8518244.aspx,绿联 私有云DX4600数据8G版Nas网络存储服务器四核4盘位家庭个人云网盘相册备份 电脑文件同步 DX4600【空盘版】,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8517394.aspx,奥睿科（ORICO）单盘位nas 金属硬盘盒可联网 2.5/3.5英寸适用 私有云网盘网络存储服务器多人共享CD3510/CD2510 CD,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8516854.aspx,PLUS会员：ZSpace 极空间 私有云 Z4Pro 性能版 NAS存储（N305、16GB）,京东自营
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8515586.aspx,PLUS会员：TERRA MASTER 铁威马 F2-212 四核心 两盘nas 私有云 网络存储服务器,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8507195.aspx,极空间私有云Z2Pro 四核2盘位NAS家庭个人云网络存储服务器 手机平板扩容适用iPhone15 雪山白,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8495150.aspx,PLUS会员：QNAP 威联通 TS-464C 4盘位NAS存储（8GB、N5095）,京东自营
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8182660.aspx,春焕新、PLUS会员：春焕新、PLUS会员：UGREEN 绿联 DX4600 Pro 4盘位NAS（奔腾N6005、8GB）,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8181465.aspx,UGREEN 绿联 DX4600+ 四盘位NAS存储 （赛扬N5105、8GB）,小米有品
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8168414.aspx,UGREEN 绿联 DH2100 双盘位NAS（RTD1296、2GB）,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8163215.aspx,拾光坞N3云盘星光版V/NAS私有云网盘/云存储/离线下载/docker/影视墙/低功耗 星光版- V 黑色,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8160452.aspx,绿联 硬盘柜硬盘盒 多盘位硬盘笼硬盘仓（无RAID阵列 带温控风扇）适用2.5/3.5SATA串口机械固态硬盘,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8154116.aspx,HUAWEI 华为 AS6020 双盘位 家庭存储 NAS 无盘版,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8148676.aspx,UGREEN 绿联 DX4600 四盘位NAS存储 （赛扬N5105、8GB）,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8135064.aspx,拾光坞N3云盘星光版V/NAS私有云网盘/云存储/离线下载/docker/影视墙/低功耗 星光版- V 白色,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8127838.aspx,极空间z2pro 4G nas网络存储服务器移动柜硬盘盒双盘位 个人私有云企业共享网盘局域/远程访问 4G内存-水墨黑 官方标配0TB 空箱,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8119239.aspx,极空间私有云Z4Pro 性能版 8核16G内存 四盘位Nas网络存储服务器家庭个人云【无内置硬盘】珍珠白,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8115185.aspx,拾光坞/N3星光版/nas私有云盘/网络存储/离线下载/虚拟机/影视墙/远程访问/低功耗 星光版- V2 白色,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8110202.aspx,极空间私有云Z4Pro 性能版 8核16G内存 四盘位Nas网络存储服务器家庭个人云【无内置硬盘】钛金灰,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8109435.aspx,拾光坞/N3星光版/nas私有云盘/网络存储/离线下载/虚拟机/影视墙/远程访问/低功耗 星光版 -V2 黑色,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8098186.aspx,威联通（QNAP） TS-466C Intel 奔腾N6005 2.5GbE 新旗舰 私有云 NAS网络存储器服务器,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8097525.aspx,UGREEN 绿联 DX4600+ 四盘位NAS存储 （赛扬N5105、8GB）,小米有品
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8096158.aspx,拾光坞N3云盘星光版V/NAS私有云网盘/云存储/离线下载/docker/影视墙/低功耗 星光版- V 白色,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8095330.aspx,绿联 私有云DH2600双盘位Nas网络存储个人云硬盘服务器相册备份文件同步 手机平板扩容适用iPhone15,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8084394.aspx,绿联 私有云DX4600数据8G版Nas网络存储服务器四核4盘位家庭个人云网盘相册备份 电脑文件同步 DX4600【空盘版】,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8080604.aspx,绿联 私有云DH2100+双盘位Nas网络存储个人云硬盘服务器相册备份文件同步 手机平板扩容适用iPhone15,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8074066.aspx,拾光坞/N3星光版/nas私有云盘/网络存储/离线下载/虚拟机/影视墙/远程访问/低功耗 星光版- V2 白色,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8062965.aspx,PLUS会员：极空间q2c nas网络存储服务器 2盘位个人家庭私有云 远程共享外网访问 入门级轻NAS Q2C雪山白 单机标配无硬盘,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8062138.aspx,PLUS会员：拾光坞N3标准版/NAS网络存储/家庭私有云盘/低功耗/离线下载/虚拟主机/影视墙/docker 白色 标准版,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_8052702.aspx,绿联 私有云DH2600双盘位Nas网络存储个人云硬盘服务器相册备份文件同步 手机平板扩容适用iPhone15,京东商城
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6939197.aspx,轻松拥有炫酷电影海报墙，小白0基础搭建NAS家庭私人影院,话题
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6912237.aspx,轻松搭建私人数据中心，绿联 DX4600 Pro NAS 教你玩,话题
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6894887.aspx,均衡且全面的强！绿联NAS私有云DX4600Pro深度体验,话题
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6836017.aspx,拿来就用，绿联DX4600 Pro深度体验，一机兼顾硬盘播放器、网络交换机、高效文件存储,话题
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6142162.aspx,联想个人云X1 nas网络云存储 【4盘位+1扩展 无盘版】intel四核CPU+8G内存 私有云 家庭网盘企业硬盘,京东自营
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6087063.aspx,绿联 私有云DH2100 Nas网络云存储（双盘位 空盘版）家庭个人云网盘 网络硬盘存储服务器 二次加密/双盘备份,京东自营
办公网络,网络存储,http://cu.manmanbuy.com/discuxiao_6073313.aspx,海康存储（HIKSEMI）个人私有网盘S1系列 NAS网络存储服务器 家庭云盘 远程访问自动备份 无盘版,京东商城
办公网络,计算器,http://cu.manmanbuy.com/discuxiao_8151042.aspx,计算器办公用会计用太阳能计算器带语音学生用大学财务小号便携双电源计算器按键大号女多功能时尚糖果色 【静音款-双电源】黑色,京东商城
办公网络,计算器,http://cu.manmanbuy.com/discuxiao_6953449.aspx,支持双电源，轻松办公,话题
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8509519.aspx,科大讯飞 618超前预告！！  提前锁定专属权益！！！,京东自营
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8514208.aspx,iPadAir4大跳水了,话题
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8509091.aspx,好记星【八仓速发】口袋学习机听力宝儿童小学初中高中课程同步英语学习机神器随身听节日礼物 尊享版【128G+同步点读+口语测评+名师课堂】,京东自营
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8504467.aspx,好记星【八仓速发】学习机平板6+256G小学生初中高中专用同步英语上网课早教点读机平板电脑护眼屏 10.36英寸【八核+家长管控+学习系统+免费课】,京东自营
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8403057.aspx,作业帮AI学习机X20学练升级 小学到高中全科作业辅导学习平板电脑教材同步学家教机  13.7''护眼屏8+256G,京东商城
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8197368.aspx,到手1799 这个价格购入怎么样,话题
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8179816.aspx,BBK 步步高 M3 15.6英寸学习机（6GB+128GB）,京东商城
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8172779.aspx,科大讯飞AI学习机C10 10.1英寸 护眼平板电脑 学生平板 英语学习机平板 家教机 小学到高中 4+128GB,京东商城
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8158900.aspx,BBK 步步高 A2 10.1英寸学生平板 6GB+256GB 耀夜灰,京东商城
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_8132474.aspx,各位大神，学习机科大讯飞C10和好记星P13A怎么选 ?,话题
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_7481324.aspx,高价的学习机就是一个资源整合的智商税,话题
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_6977341.aspx,学习机？是学习的帮手，还是智商的测试仪？,话题
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_6970119.aspx,孩子三年级有了英语课，果断买个学习机来辅导他吧,话题
